c,time,vx,vy,V_net,ent,delta_entropy,div,delta_div,curl,delta_curl,theta,delta_theta,area,delta_area
144,0.080325603,8.682408688,16.3102053,18.47720265,566.9255243,-232.3665734,0.226847587,-2.033407,0.193427833,-2.023782677,0.93057018,9.807888916,0.095963542,0.056086828
145,0.07957983,14.668104,74.9079764,76.33058498,640.1260643,73.20053998,0.072528931,-1.939167952,0.151352952,-0.528712873,0.919083452,-0.144342205,0.115052083,0.23986658
146,0.08063364,5.048921091,23.86293195,24.39121001,1008.282804,368.1567402,0.039324054,-0.411799309,0.2207001,0.860027505,0.514872899,-5.01292701,0.1803125,0.80934479
147,0.080672979,13.34918755,14.85682254,19.97313156,751.7527235,-256.530081,0.191454295,1.885764507,0.0386253,-2.256949007,0.664167683,1.850616965,0.164309896,-0.198363867
148,0.081024885,12.39640067,6.658463507,14.07145642,864.4520904,112.6993669,0.238041798,0.574977719,0.089114925,0.623137258,0.928208761,3.258765226,0.270078125,1.305379563
149,0.079326153,20.14308402,34.6832913,40.10828505,1450.492222,586.0401313,0.413871766,2.216544751,0.159740727,0.890321785,2.024120106,13.81525898,0.681393229,5.185113479
150,0.07877326,18.89758985,5.078167515,19.56800162,1466.446825,15.95460368,0.401731537,-0.154116112,0.274496689,1.456788288,2.119574932,1.211766862,0.746627604,0.828128414
151,0.082276821,41.47067195,12.31791207,43.26138683,1721.767809,255.3209841,0.130421297,-3.297529442,0.029067803,-2.982965108,2.116269463,-0.040174971,0.360325521,-4.695150809
152,0.086491823,4.603732448,6.470946196,7.941504714,1808.086367,86.31855773,0.114228328,-0.187219657,0.302980075,3.16691523,2.896116696,9.016427265,0.220442708,-1.617295223
153,0.088184357,6.852780722,2.357474458,7.246950354,1826.630986,18.54461903,0.168719731,0.617925961,0.403171168,1.136154951,2.830583105,-0.743143048,0.231471354,0.125063517
154,0.080775738,1.597432553,17.4908611,17.56365602,1553.519394,-273.1115923,0.155130873,-0.168229456,0.366904471,-0.448980086,0.880280027,-24.14466438,0.277617188,0.571283341
155,0.080168724,12.31936419,7.0346578,14.18637178,1405.465815,-148.0535787,0.11221667,-0.535298561,0.349201521,-0.220821151,1.610800208,9.112284001,0.240117188,-0.467763463
156,0.080872297,6.515478018,23.2057529,24.10307908,976.2930066,-429.1728086,0.364015463,3.113535806,0.358679593,0.117198014,1.654212626,0.536802091,0.394440104,1.908229664
157,0.085451603,10.71102055,2.224268994,10.93953078,998.9185198,22.62551318,0.518683963,1.810012849,0.582259571,2.616451533,1.989499008,3.923699142,0.762148438,4.303118031
158,0.082021713,3.843226474,2.512357244,4.5915497,1048.447313,49.52879355,0.551055638,0.394672016,0.681821898,1.213853299,0.227407645,-21.48323039,0.584557292,-2.165172352
159,0.080365419,3.16200889,7.658433871,8.285524098,1170.470254,122.0229409,0.549063027,-0.024794377,0.747394141,0.815926094,1.605390454,17.14646448,0.770273438,2.310896244
160,0.079913855,9.926350219,1.969636623,10.11987634,1221.025988,50.55573383,0.67986033,1.636728743,0.872478521,1.565240226,0.725431726,-11.0113413,0.906380208,1.703168637
161,0.080057144,7.453877867,17.56025097,19.07675835,934.344592,-286.681396,0.533389178,-1.829582524,0.68894274,-2.292559674,1.038961872,3.916329384,0.915872396,0.118567651
162,0.080206394,4.325630428,4.022306014,5.906777825,875.4209951,-58.92359692,0.495304588,-0.474832339,0.680908553,-0.100168907,1.18481846,1.818515709,0.860065104,-0.695796043
163,0.079122782,2.432126182,7.404879381,7.794066744,995.6631006,120.2421055,0.479167862,-0.203945379,0.714202055,0.42078275,1.200487009,0.198028287,0.769361979,-1.146359152
164,0.086513519,4.360421641,0.763217886,4.42671192,1008.009696,12.34659552,0.545233078,0.763640365,0.746457407,0.372835967,1.522911757,3.72687125,0.522539063,-2.852998222
165,0.098877668,0.861171712,1.801137984,1.996425495,978.4158938,-29.59380235,0.519874108,-0.256468119,0.736471712,-0.100990394,0,-15.40197885,0.720130208,1.998339454
166,0.081644535,8.364567854,4.191807634,9.356134171,912.6587266,-65.75716712,0.523287387,0.041806575,0.703235076,-0.407089539,0,0,0.645221354,-0.917499917
167,0.079069138,0.76808505,6.466258275,6.511716419,812.1814129,-100.4773137,0.464011014,-0.749677746,0.589910643,-1.433232188,0.226557126,2.86530413,0.62234375,-0.28933671
168,0.082466841,7.050148191,12.09779764,14.00218901,609.3896731,-202.7917399,0.39787022,-0.802028946,0.426408548,-1.982640458,0.079079767,-1.788323141,0.118567708,-6.108831588
169,0.085691452,0.264603543,46.44934192,46.45009558,200.1480857,-409.2415874,0.183062166,-2.506761756,0.06060434,-4.268852952,0.251534835,2.012511915,0.070651042,-0.559176739
170,0.085458755,4.789508149,27.98280913,28.38973397,584.8408282,384.6927425,0.029624264,-1.795461452,0.20167326,1.650725181,2.114042444,21.79422808,0.069856771,-0.009294201
171,0.080967903,6.169142691,28.93516103,29.58550093,1041.150895,456.3100668,0.203320717,2.145250715,0.534620359,4.112087457,1.574735633,-6.660748149,0.096588542,0.330152688
172,0.080807924,0.616947663,8.643500352,8.665490336,1176.714835,135.5639404,0.282696388,0.982275838,0.633696777,1.226073058,1.985508346,5.083322165,0.146614583,0.619073465
173,0.0809834,0.656666842,8.055896107,8.082615507,1305.002624,128.2877881,0.338803216,0.692818875,0.719233121,1.056220696,0.80866542,-14.53190309,0.129817708,-0.207411333
174,0.082627773,1.784568662,8.248480154,8.439319295,1438.73417,133.7315462,0.401722904,0.761483516,0.821655655,1.239565461,1.251194921,5.35569922,0.151028646,0.256704697
175,0.084655046,1.864142239,3.728734198,4.168751013,1494.967207,56.23303692,0.418253533,0.195270456,0.842442191,0.245543966,2.025497537,9.146561829,0.139036458,-0.141659452
176,0.086886644,3.30981248,6.890807078,7.644480416,1605.575847,110.6086409,0.486799792,0.788915944,0.93389618,1.052566707,1.364774614,-7.604424455,0.105716146,-0.383491764
177,0.125011444,0.37963755,5.294848751,5.3084412,1522.599865,-82.97598253,0.524036193,0.297863935,0.936699475,0.022424309,3.360377413,15.9633609,0.081197917,-0.196127877
178,0.119644403,3.959796372,8.441370329,9.32398629,1385.45265,-137.1472155,0.432615692,-0.764101775,0.812844909,-1.03518896,2.232048693,-9.430685325,0.061276042,-0.166509042
179,0.086897135,1.917651151,0.656471799,2.02690433,1400.646354,15.19370445,0.489746466,0.65745291,0.852921965,0.461201122,1.95903374,-3.141817662,0.126471354,0.750258483
180,0.093327284,1.850354352,16.27764918,16.3824807,1140.48103,-260.165324,0.326625466,-1.74783829,0.634323495,-2.34227829,0.62665343,-14.27642866,0.088177083,-0.410322354
181,0.08489275,1.975831109,1.472394163,2.464113053,1107.65721,-32.82381951,0.228291977,-1.158326109,0.532589991,-1.198376821,0.438937896,-2.211208085,0.155143229,0.788832333
182,0.084321022,2.540134229,23.2098507,23.34843574,739.8559829,-367.8012275,0.051367427,-2.098225871,0.283067105,-2.959201389,0.9645003,6.232875167,0.113216146,-0.497231679
183,0.082952023,3.924468333,8.760390422,9.599265183,599.9898134,-139.8661695,0.017984265,-0.402439402,0.213760862,-0.835497939,0.686453494,-3.351899047,0.104557292,-0.104383882
184,0.083779812,10.1410263,12.27657437,15.92340079,429.0513245,-170.9384889,0.06546053,0.566679057,0.057010331,-1.870982131,0.490349222,-2.340710343,0.095039063,-0.113610057
185,0.083033323,7.387251048,12.66145837,14.65892241,339.2095311,-89.84179334,0.053404213,-0.145198529,0.053985267,-0.036431925,0.453620105,-0.442341895,0.116679688,0.260625784
186,0.083502293,10.52576077,47.53833293,48.68967793,595.5479973,256.3384661,0.050405037,-0.035917295,0.108275555,0.65016524,0.477114067,0.281357093,0.114023438,-0.031810504
187,0.092370987,4.428603616,11.00429117,11.86199621,439.7511509,-155.7968464,0.164064247,1.230464395,0.018702208,-0.969713004,0.283500666,-2.096041277,0.11703125,0.032562308
188,0.077658653,6.637900938,5.789223199,8.807771234,497.4455194,57.6943685,0.118246657,-0.589986935,0.054371031,0.459302631,0,-3.650599821,0.127890625,0.139834707
189,0.081429482,3.792020467,16.37530741,16.80863207,730.2877611,232.8422417,0.294597403,2.165686714,0.153390482,1.216014747,0,0,0.176341146,0.594999746
190,0.079238176,10.69951501,1.888779499,10.86494867,717.7483838,-12.53937738,0.314549712,0.251801719,0.129235922,-0.304834877,0.820997791,10.3611394,0.172617188,-0.046997022
191,0.07903409,1.013978916,1.578744354,1.876322727,741.6640125,23.91562874,0.398759081,1.065481601,0.22796597,1.249208385,1.605189659,9.922197714,0.210039063,0.4734903
192,0.079621315,3.70529192,0.315160916,3.718671082,763.1901417,21.52612919,0.443609947,0.563302252,0.264938475,0.464354357,1.133200394,-5.927926013,0.323346354,1.423077371
193,0.079549789,6.857802065,12.56240656,14.31235507,983.0367672,219.8466255,0.591571147,1.859982304,0.361264052,1.210884124,1.167063282,0.425681678,0.906783854,7.334243173
194,0.08156538,0.227939728,6.80915713,6.812971256,889.1232738,-93.91349342,0.606456902,0.182500887,0.32482563,-0.446738813,1.673716287,6.211618267,0.946223958,0.483539758
195,0.081105947,4.123068564,6.080018861,7.346177491,955.7866013,66.6633275,0.625853105,0.239146494,0.366400567,0.512600348,0.849416693,-10.16324473,0.995078125,0.60234999
196,0.082636595,0.793820856,2.664875661,2.780595951,919.9692052,-35.81739609,0.58974439,-0.436957921,0.327359037,-0.472448438,1.032264742,2.212676474,0.993372396,-0.020641329
197,0.084720612,0.285905249,1.868849693,1.890592761,944.9446133,24.97540813,0.565502029,-0.286144788,0.239652184,-1.035248107,1.020518918,-0.138641878,0.995169271,0.02120942
198,0.080564976,4.976383823,16.72286833,17.4475993,1183.331736,238.3871226,0.58221061,0.207392624,0.276738825,0.460332046,0.511576619,-6.317165659,0.963541667,-0.392572627
199,0.091665268,8.668516973,2.70380711,9.080405244,1259.395237,76.063501,0.530497521,-0.564151396,0.134073143,-1.556376638,0.929369348,4.557808405,0.976692708,0.143468098
200,0.093460321,14.78474671,15.68781565,21.55681551,971.3335843,-288.0616526,0.133368171,-4.249175958,0.305309153,1.832178697,0,-9.943999057,0.4734375,-5.384693747
201,0.081986427,2.237163201,0.249979579,2.251086177,981.6629528,10.32936848,0.332877181,2.433439496,0.052859895,-3.079159148,0.887854262,10.82928347,0.774739583,3.675023943
202,0.08228159,5.850095782,4.395378388,7.317306323,937.3003125,-44.3626403,0.454870294,1.482629509,0.032357738,-0.249170654,0.650773089,-2.881339251,0.994322917,2.668681228
203,0.082167149,5.59820901,0.626392675,5.633144051,951.6355436,14.33523109,0.516267962,0.747228905,0.017927946,-0.175615101,0.710522425,0.727168188,0.996289063,0.023928612
204,0.081061125,1.022679224,3.382024006,3.533264662,1005.872501,54.23695704,0.555209931,0.480402523,0.014089431,-0.047353336,0.626045685,-1.042136291,0.998020833,0.021363765
205,0.082059145,24.32832745,53.16267075,58.46483625,454.469037,-551.4034637,0.50879909,-0.565577931,0.359920464,4.214411854,0,-7.629200688,0.974401042,-0.287838628
206,0.083355188,15.27017773,46.17065933,48.6303209,686.9993411,232.5303041,0.152188055,-4.278210406,0.18954989,-2.043910859,1.224940524,14.69543225,0.420807292,-6.641383228
207,0.080215693,3.586055042,20.91778157,21.22294458,992.4522427,305.4529016,0.210827463,0.731021645,0.19659154,0.087783945,1.465772816,3.002308962,0.25375,-2.082601127
208,0.081279278,0.592903142,5.471072466,5.503105311,1068.399857,75.94761435,0.281035256,0.86378466,0.267851437,0.876728964,1.243379143,-2.736166949,0.256796875,0.037486492
209,0.08347106,6.447063555,3.99208905,7.582967986,1099.522464,31.12260692,0.213252297,-0.812053414,0.345545458,0.930789918,0.758297973,-5.811369485,0.243528646,-0.158956041
210,0.081671,0.357310256,2.118907996,2.148823333,1069.938427,-29.58403711,0.1134159,-1.222421634,0.240820741,-1.282275435,1.600624487,10.31365502,0.405703125,1.985704597
211,0.079651117,3.77123415,6.129063909,7.196362374,966.0490239,-103.8894029,0.081451458,-0.401305637,0.23019811,-0.133364499,1.055785668,-6.84031609,0.241145833,-2.065975936
212,0.082508564,3.254624725,5.907314289,6.744549223,889.8729475,-76.17607646,0.066997181,-0.175185175,0.147418607,-1.003283759,1.39761715,4.142981845,0.180598958,-0.73382534
213,0.08080101,1.429370164,0.75754439,1.617705958,871.4624438,-18.41050362,0.006325776,-0.750874336,0.097542053,-0.617276371,1.08521959,-3.866258107,0.174596354,-0.074288727
214,0.081832647,1.178969545,4.096703766,4.262974423,814.9170341,-56.54540972,0.001314094,-0.061243062,0.032262596,-0.797718991,1.14415301,0.720170033,0.202421875,0.340029582
215,0.081975222,3.714216318,5.709055975,6.810926735,752.7956426,-62.12139151,0.102724279,1.237083386,0.074332039,0.513197063,0.723521449,-5.131203704,0.289283854,1.059612618
216,0.082231522,0.996051493,5.779380965,5.864585486,668.0016897,-84.79395296,0.075881153,-0.326433531,0.064688754,-0.117269942,0.995755317,3.31057802,0.212695313,-0.931376924
217,0.089828014,1.928101449,7.012543755,7.272781112,559.531324,-108.4703657,0.018012679,-0.644214104,0.018271517,-0.516734529,0.792900593,-2.2582568,0.147239583,-0.728678349
218,0.085304499,0.052640463,4.443443704,4.443755503,485.8546979,-73.6766261,0.153563849,1.589027212,0.108006453,1.051936741,0.826876004,0.398283924,0.11671875,-0.357786914
219,0.08445406,0.471241807,0.882943341,1.000828548,472.1599456,-13.69475226,0.181137576,0.326493802,0.104696032,-0.039197894,0.519102065,-3.64427643,0.106588542,-0.119949336
220,0.079811335,7.653468583,0.094257276,7.65404898,433.1561628,-39.00378283,0.174816397,-0.079201511,0.06136014,-0.542979168,0.504001489,-0.189203401,0.102174479,-0.055306211
221,0.08113718,1.439067687,1.377124778,1.99183043,410.263923,-22.8922398,0.17356131,-0.015468712,0.065155124,0.046772438,0.365683905,-1.704737369,0.105833333,0.045094667
222,0.081579685,1.308283,1.809414049,2.232842047,391.7592121,-18.50471089,0.133357227,-0.492819779,0.031966339,-0.406826589,0.572388667,2.533777391,0.089622396,-0.19871292
223,0.082580805,5.646594506,67.30505786,67.54150459,712.2685053,320.5092932,0.190116949,0.687323426,0.01385987,-0.2192576,0.39787376,-2.113262376,0.116197917,0.321812325
224,0.080864668,0.236951943,0.676863337,0.717140293,718.6961023,6.427597058,0.199670356,0.118140681,0.034459588,0.254743133,0,-4.920242301,0.125794271,0.118671781
225,0.081483126,2.766695843,5.531294064,6.184643879,774.875986,56.17988367,0.293230982,1.148220884,0.207003744,2.117544632,1.010149705,12.39704168,0.179140625,0.654692045
226,0.080993176,9.766349738,13.61921602,16.75901645,1007.632742,232.7567557,0.343639785,0.622383329,0.244299174,0.460476206,0.683550324,-4.032430871,0.305364583,1.558451777
227,0.080764294,0.936636055,18.32834639,18.35226331,1278.054378,270.421636,0.326368424,-0.213848968,0.216864641,-0.339686409,0.927311527,3.018180334,0.423802083,1.466458686
228,0.079071999,4.429058328,5.033143459,6.704408307,1341.860322,63.80594388,0.43408347,1.362240089,0.345429719,1.625924227,1.68544113,9.587839138,0.673151042,3.153441961
229,0.084434032,8.748104548,11.87678266,14.75084064,1149.075624,-192.7846972,0.349893536,-0.997109002,0.267115369,-0.927521138,0.151693176,-18.16504446,0.272565104,-4.744365819
230,0.083084583,6.088052214,7.592044741,9.731573517,1275.170653,126.0950283,0.282555584,-0.810474695,0.192850287,-0.893849125,1.398606075,15.00775294,0.458177083,2.234012278
231,0.080863714,13.51041128,21.30214663,25.22523863,1629.541842,354.371189,0.454764563,2.129619943,0.299338464,1.316884557,2.59921609,14.84732709,0.766640625,3.814610108
232,0.08211875,10.15514715,9.433742496,13.8608265,1744.960376,115.4185341,0.405764259,-0.596700559,0.333236459,0.412792398,1.492608367,-13.47570109,0.790690104,0.292862218
233,0.079379082,14.62276148,43.1729749,45.58213373,1080.118344,-664.8420316,0.242279732,-2.059541677,0.211972412,-1.527657478,0.45045486,-13.12881787,0.231809896,-7.040648445
234,0.078940153,22.14460087,39.15051189,44.97939449,1708.549691,628.4313466,0.498785774,3.249373505,0.450575424,3.022581064,0.673108141,2.820532674,0.786171875,7.022560221
235,0.08548665,2.763816619,2.321688936,3.609559782,1665.837497,-42.71219415,0.493077785,-0.066770528,0.485054273,0.403324368,0.656196922,-0.197822918,0.799322917,0.153837372
236,0.078619719,14.17900019,16.84280907,22.01645438,1382.987828,-282.8496681,0.48887596,-0.053444921,0.548938213,0.812568927,2.328333397,21.26866523,0.798880208,-0.005631009
237,0.081874847,2.870533261,13.71583982,14.01300194,1597.518957,214.5311284,0.516602077,0.338640222,0.591571263,0.520709971,3.320099809,12.11320013,0.79390625,-0.060750749
238,0.086700678,2.130199734,6.727313014,7.05652119,1497.833215,-99.68574209,0.519997837,0.039166478,0.561037863,-0.352170247,0.565970031,-31.76595439,0.795885417,0.02282758
239,0.080985785,18.20227265,32.59062176,37.32922925,1001.054483,-496.7787315,0.314623679,-2.535928481,0.386552106,-2.154523273,0.11988629,-5.508173358,0.607981771,-2.320205292
240,0.084454775,6.356357734,14.6433231,15.96340174,1221.963499,220.9090155,0.278616394,-0.426349904,0.335691881,-0.602218459,1.797168848,19.86012704,0.665885417,0.685617195
241,0.080871105,12.45973757,7.636124604,14.61353685,1354.772184,132.8086857,0.545796198,3.303773376,0.666405785,4.08939513,1.432962368,-4.503542758,0.762239583,1.191453566
242,0.07937336,9.110211579,24.31362431,25.96436562,1704.59834,349.8261558,0.54915521,0.042319136,0.672607628,0.078135073,2.513765961,13.61670461,0.792890625,0.386162836
243,0.079316378,6.15311797,5.757181354,8.426505675,1792.544256,87.9459162,0.444532775,-1.319052113,0.552811346,-1.51035998,0.869907315,-20.72533687,0.752304688,-0.511696811
244,0.079581976,3.336869391,5.262987553,6.231671952,1873.863061,81.31880455,0.491385118,0.588730585,0.573591236,0.261113015,0.560532356,-3.887500351,0.765820313,0.16983274
245,0.07836628,11.4517337,39.04587629,40.69057213,1301.79589,-572.0671708,0.069692185,-5.38105082,0.01461536,-7.132862226,1.697902171,14.51351042,0.556302083,-2.673576317
246,0.082723856,19.30803947,15.05342287,24.48276799,1068.795283,-233.0006074,0.237799581,2.032151354,0.093776507,0.956932513,1.090682458,-7.340321671,0.207213542,-4.219925892
247,0.08465147,0.262524442,18.77651223,18.77834739,1346.935291,278.1400076,0.251383854,0.160472975,0.192626877,1.167733639,2.25707593,13.77877395,0.483359375,3.262150471
248,0.081413507,6.576014571,1.974771444,6.866126266,1365.681466,18.74617573,0.41849701,2.05264656,0.403695122,2.592545782,0.819496004,-17.65775694,0.718828125,2.892256547
249,0.080270529,5.817015855,31.67391342,32.20364056,888.3262242,-477.3552421,0.281062774,-1.712138176,0.248691104,-1.931020264,1.417971803,7.455735098,0.334166667,-4.79206334
250,0.080470324,13.8199049,6.973144012,15.47948671,782.8854947,-105.4407295,0.443723437,2.021374543,0.412485413,2.035462287,0.954151063,-5.763873182,0.528567708,2.415810364
251,0.080613852,7.038410787,9.513824235,11.83436006,635.3985189,-147.4869758,0.270952614,-2.143190278,0.283924275,-1.594777266,0.423851876,-6.578263871,0.210976563,-3.939659745
252,0.079551458,3.42195392,27.03769511,27.25338008,256.492764,-378.9057549,0.270870489,-0.001032347,0.220849101,-0.792885208,0,-5.328021439,0.099570313,-1.400430015
253,0.079359055,1.288961429,33.12882367,33.15388935,347.1752487,90.68248469,0.074712642,-2.471776522,0.076314485,-1.821274415,0.372429388,4.692966545,0.073828125,-0.324376187
254,0.080035686,11.55280823,34.31133017,36.20407099,887.759715,540.5844663,0.205014528,1.628047334,0.461130485,4.808055212,1.041734637,8.362585221,0.059726563,-0.176190936
255,0.077795029,1.261441731,5.532433081,5.674420766,971.8244185,84.0647035,0.20410585,-0.011680405,0.493446878,0.415404349,0.492249755,-7.063239016,0.082942708,0.298427113
256,0.086147785,0.925675913,2.797829145,2.946985548,1012.211124,40.38670595,0.216268957,0.14118885,0.494512259,0.012366903,1.394199376,10.46979466,0.109908854,0.313021928
257,0.083626747,4.527077605,3.649514694,5.814928129,942.8204025,-69.39072195,0.081066523,-1.616736726,0.341070771,-1.83483746,0.908185656,-5.811701839,0.085273438,-0.294587767
258,0.081682444,1.544557001,7.190014226,7.354043846,825.7992039,-117.0211986,0.068989358,-0.14785509,0.287362967,-0.657519557,1.36960386,5.648927517,0.104804688,0.23911197
259,0.080893517,1.586026792,0.258772066,1.606998434,831.1729972,5.373793312,0.025348877,-0.539480578,0.260121368,-0.336758745,0.801058221,-7.028321466,0.093619792,-0.138266901
260,0.080006838,2.904721583,1.000736511,3.072276199,843.5553974,12.38240016,0.02132195,-0.050332292,0.249658717,-0.130771951,0.354008016,-5.587649972,0.095403646,0.022296271
261,0.080761194,1.043856698,1.58881503,1.901044452,868.4405198,24.88512238,0.02330191,0.024516232,0.203840388,-0.567331009,0.454893901,1.249187631,0.116614583,0.26263774
262,0.078703403,2.434509471,3.036259243,3.891748522,819.5748363,-48.86568345,0.06790782,0.566759604,0.155048737,-0.619943342,0.632224457,2.253149787,0.111484375,-0.065184072
263,0.078790426,2.369395892,5.924368778,6.38060987,725.727923,-93.84691331,0.065737641,-0.027543681,0.122853328,-0.40862082,0.883242704,3.185897816,0.108763021,-0.034539148
264,0.07901454,4.707790615,9.456471905,10.5635294,572.6577785,-153.0701445,0.146792583,1.02582312,0.023988159,-1.251227546,0.798574527,-1.071551864,0.107083333,-0.021257955
265,0.079668522,1.532181007,2.211250205,2.690205589,532.3692181,-40.28856046,0.237643779,1.140365023,0.138693899,1.439787469,0.389443681,-5.135414039,0.097005208,-0.126500715
266,0.080523491,1.815289826,1.685033745,2.476815672,551.3589697,18.98975164,0.231937659,-0.070862799,0.156751374,0.224251017,0.531180919,1.760197387,0.092135417,-0.060476659
267,0.084837198,1.945130333,2.387365973,3.079455845,589.5531511,38.19418142,0.222780331,-0.10794001,0.125138393,-0.372631125,0.227613698,-3.57823252,0.093033854,0.010590136
268,0.085378408,1.402501258,3.695772765,3.952941451,536.6693023,-52.88384882,0.131410224,-1.070178152,0.020061007,-1.230725524,0.420880173,2.263645794,0.089765625,-0.03827934
269,0.083284855,1.924009521,6.494855194,6.773843563,446.3057257,-90.36357666,0.081909834,-0.594350435,0.053095525,0.396644969,0.275914857,-1.74059637,0.081080729,-0.104279414
270,0.084281445,13.54009085,13.23996544,18.93754855,339.8894425,-106.4162832,0.116762127,0.413522729,0.076558672,0.278390422,0.49419699,2.589919222,0.075989583,-0.060406485
271,0.082677364,0.865810399,16.48129119,16.5040173,271.6923807,-68.19706173,0.141154002,0.295024823,0.039495801,-0.44828317,0.386437921,-1.303368455,0.080833333,0.058586169
272,0.083249092,1.197080948,0.750010418,1.412628197,293.1361,21.44371927,0.154122139,0.155775124,0.036180833,-0.039819873,0.333173786,-0.639816411,0.074934896,-0.070852875
273,0.0832057,1.773917146,1.175767656,2.128194451,307.1562438,14.02014378,0.153411335,-0.00854273,0.090768226,0.656053524,0.385107432,0.62415972,0.081354167,0.077149412
274,0.078018188,3.190422206,5.804800137,6.623782792,288.1291573,-19.02708643,0.177717601,0.311546136,0.061913497,-0.369846176,0.271289715,-1.458861323,0.07171875,-0.123502184
275,0.078226805,11.9973873,8.45938861,14.67986913,278.6863731,-9.442784264,0.176242702,-0.018854126,0.096986963,0.448356118,0.348387425,0.985566397,0.080481771,0.112020692
276,0.080886364,4.567766894,1.8317483,4.921361217,247.5387967,-31.14757636,0.17565725,-0.007237962,0.128262832,0.386664288,0.082278681,-3.289908593,0.117526042,0.457979182
277,0.078632593,24.25117161,16.02313886,29.06648076,625.9630172,378.4242205,0.2308362,0.701731273,0.169061461,0.518851381,0.769520481,8.739910168,0.148645833,0.395761992
